exec_name,block_size,variant,throughput,time_ms,exp,n
cu8_reduction_add_256_4,256,4,173347776.323287,0.029536,9,512
cu8_reduction_add_256_4,256,4,398505597.261717,0.025696,10,1024
cu8_reduction_add_256_4,256,4,696409144.454302,0.029408,11,2048
cu8_reduction_add_256_4,256,4,1256133451.515829,0.032608,12,4096
cu8_reduction_add_256_4,256,4,3129584322.573618,0.026176,13,8192
cu8_reduction_add_256_4,256,4,5135406279.053995,0.031904,14,16384
cu8_reduction_add_256_4,256,4,8982456252.60721,0.03648,15,32768
cu8_reduction_add_256_4,256,4,16113296696.43392,0.040672,16,65536
cu8_reduction_add_256_4,256,4,22358078492.5741,0.058624,17,131072
cu8_reduction_add_256_4,256,4,33125758182.22253,0.079136,18,262144
cu8_reduction_add_256_4,256,4,42633359531.676575,0.122976,19,524288
cu8_reduction_add_256_4,256,4,46178128799.503815,0.227072,20,1048576
cu8_reduction_add_256_4,256,4,50649971895.43196,0.414048,21,2097152
cu8_reduction_add_256_4,256,4,53511880434.18438,0.783808,22,4194304
cu8_reduction_add_256_4,256,4,54243797074.71518,1.546464,23,8388608
cu8_reduction_add_256_4,256,4,53854323847.86483,3.115296,24,16777216
cu8_reduction_add_512_4,512,4,85015942.274979,0.030112,8,256
cu8_reduction_add_512_4,512,4,170212768.939871,0.03008,9,512
cu8_reduction_add_512_4,512,4,336487906.82704,0.030432,10,1024
cu8_reduction_add_512_4,512,4,674394103.420385,0.030368,11,2048
cu8_reduction_add_512_4,512,4,1363152298.227727,0.030048,12,4096
cu8_reduction_add_512_4,512,4,2737967903.706974,0.02992,13,8192
cu8_reduction_add_512_4,512,4,5406547070.998987,0.030304,14,16384
cu8_reduction_add_512_4,512,4,8165869249.48201,0.040128,15,32768
cu8_reduction_add_512_4,512,4,16075353284.61777,0.040768,16,65536
cu8_reduction_add_512_4,512,4,22272974569.08831,0.058848,17,131072
cu8_reduction_add_512_4,512,4,32507936953.717384,0.08064,18,262144
cu8_reduction_add_512_4,512,4,37742456226.1094,0.138912,19,524288
cu8_reduction_add_512_4,512,4,44533840878.18922,0.235456,20,1048576
cu8_reduction_add_512_4,512,4,48004688796.9746,0.436864,21,2097152
cu8_reduction_add_512_4,512,4,49543392708.519066,0.846592,22,4194304
cu8_reduction_add_512_4,512,4,50391957027.76495,1.664672,23,8388608
cu8_reduction_add_512_4,512,4,48984686323.45809,3.424992,24,16777216
cu8_reduction_add_1024_4,1024,4,64102563.703822,0.039936,8,256
cu8_reduction_add_1024_4,1024,4,128307938.289797,0.039904,9,512
cu8_reduction_add_1024_4,1024,4,266444628.054745,0.038432,10,1024
cu8_reduction_add_1024_4,1024,4,489670997.355638,0.041824,11,2048
cu8_reduction_add_1024_4,1024,4,1078348770.311131,0.037984,12,4096
cu8_reduction_add_1024_4,1024,4,2100082012.924035,0.039008,13,8192
cu8_reduction_add_1024_4,1024,4,4245439492.045004,0.038592,14,16384
cu8_reduction_add_1024_4,1024,4,8462809851.25736,0.03872,15,32768
cu8_reduction_add_1024_4,1024,4,11824480390.055183,0.055424,16,65536
cu8_reduction_add_1024_4,1024,4,17009966672.588514,0.077056,17,131072
cu8_reduction_add_1024_4,1024,4,21411395712.88224,0.122432,18,262144
cu8_reduction_add_1024_4,1024,4,25756956189.274326,0.203552,19,524288
cu8_reduction_add_1024_4,1024,4,28590873500.96923,0.366752,20,1048576
cu8_reduction_add_1024_4,1024,4,30759410900.943356,0.681792,21,2097152
cu8_reduction_add_1024_4,1024,4,31395243287.100925,1.335968,22,4194304
cu8_reduction_add_1024_4,1024,4,31610273889.657356,2.65376,23,8388608
cu8_reduction_add_1024_4,1024,4,27114604501.867226,6.18752,24,16777216
cu8_reduction_add_64_8,64,8,87336244.805346,0.029312,8,256
cu8_reduction_add_64_8,64,8,191616768.385746,0.02672,9,512
